Gene,targetId,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,Priority
VPS33B,ENSG00000184056,0.0,0.0,0.0,0.0,0.0,0.8622349999999998,0.0,-1.0,-1.0,0.0,-1.1377650000000004
TSPAN3,ENSG00000140391,0.0,0.0,0.0,0.0,0.0,0.8616599999999999,0.0,-1.0,-1.0,0.0,-1.1383400000000001
AREL1,ENSG00000119682,0.0,0.0,0.0,0.0,0.0,0.8602649999999997,0.0,-1.0,-1.0,0.0,-1.1397350000000004
H2AX,ENSG00000188486,0.0,0.0,0.0,0.0,0.0,0.8601399999999998,0.0,-1.0,-1.0,0.0,-1.13986
FOXP1,ENSG00000114861,0.0,0.0,0.0,0.0,0.0,0.859675,0.0,-1.0,-1.0,0.0,-1.140325
VAPA,ENSG00000101558,0.0,0.0,0.0,0.0,0.0,0.85944,0.0,-1.0,-1.0,0.0,-1.14056
METTL9,ENSG00000197006,0.0,0.0,0.0,0.0,0.0,0.8584899999999998,0.0,-1.0,-1.0,0.0,-1.1415100000000002
USP39,ENSG00000168883,0.0,0.0,0.0,0.0,0.0,0.8584049999999998,0.0,-1.0,-1.0,0.0,-1.1415950000000001
VAMP4,ENSG00000117533,0.0,0.0,0.0,0.0,0.0,0.858155,0.0,-1.0,-1.0,0.0,-1.141845
RAD21,ENSG00000164754,0.0,0.0,0.0,0.0,0.0,0.8573700000000002,0.0,-1.0,-1.0,0.0,-1.1426299999999998
HNRNPDL,ENSG00000152795,0.0,0.0,0.0,0.0,0.0,0.8571449999999998,0.0,-1.0,-1.0,0.0,-1.1428550000000002
RTRAF,ENSG00000087302,0.0,0.0,0.0,0.0,0.0,0.8565550000000002,0.0,-1.0,-1.0,0.0,-1.1434449999999998
PIP4P1,ENSG00000165782,0.0,0.0,0.0,0.0,0.0,0.8555950000000003,0.0,-1.0,-1.0,0.0,-1.1444049999999997
DCTN1,ENSG00000204843,0.0,0.0,0.0,0.0,0.0,0.855245,0.0,-1.0,-1.0,0.0,-1.144755
GTF2I,ENSG00000263001,0.0,0.0,0.0,0.0,0.0,0.8547100000000001,0.0,-1.0,-1.0,0.0,-1.14529
CDC27,ENSG00000004897,0.0,0.0,0.0,0.0,0.0,0.8543700000000001,0.0,-1.0,-1.0,0.0,-1.14563
LSM7,ENSG00000130332,0.0,0.0,0.0,0.0,0.0,0.8543700000000001,0.0,-1.0,-1.0,0.0,-1.14563
GTF2H1,ENSG00000110768,0.0,0.0,0.0,0.0,0.0,0.8540149999999997,0.0,-1.0,-1.0,0.0,-1.1459850000000003
ACTBL2,ENSG00000169067,0.0,0.0,0.0,0.0,0.0,0.8537250000000001,0.0,-1.0,-1.0,0.0,-1.146275
VPS41,ENSG00000006715,0.0,0.0,0.0,0.0,0.0,0.8536299999999997,0.0,-1.0,-1.0,0.0,-1.1463700000000003
KRTCAP2,ENSG00000163463,0.0,0.0,0.0,0.0,0.0,0.8529400000000003,0.0,-1.0,-1.0,0.0,-1.1470599999999997
WDTC1,ENSG00000142784,0.0,0.0,0.0,0.0,0.0,0.85229,0.0,-1.0,-1.0,0.0,-1.14771
NEDD4L,ENSG00000049759,0.0,0.0,0.0,0.0,0.0,0.8512799999999998,0.0,-1.0,-1.0,0.0,-1.1487200000000002
DYNC1I2,ENSG00000077380,0.0,0.0,0.0,0.0,0.0,0.8510950000000002,0.0,-1.0,-1.0,0.0,-1.1489049999999998
VPS16,ENSG00000215305,0.0,0.0,0.0,0.0,0.0,0.8510150000000003,0.0,-1.0,-1.0,0.0,-1.1489849999999997
PFDN4,ENSG00000101132,0.0,0.0,0.0,0.0,0.0,0.8507449999999999,0.0,-1.0,-1.0,0.0,-1.1492550000000001
DLGAP4,ENSG00000080845,0.0,0.0,0.0,0.0,0.0,0.8487900000000004,0.0,-1.0,-1.0,0.0,-1.1512099999999996
PIAS3,ENSG00000131788,0.0,0.0,0.0,0.0,0.0,0.8487250000000003,0.0,-1.0,-1.0,0.0,-1.1512749999999996
ARHGAP26,ENSG00000145819,0.0,0.0,0.0,0.0,0.0,0.8484850000000002,0.0,-1.0,-1.0,0.0,-1.1515149999999998
MYCBP2,ENSG00000005810,0.0,0.0,0.0,0.0,0.0,0.848225,0.0,-1.0,-1.0,0.0,-1.151775
HERC4,ENSG00000148634,0.0,0.0,0.0,0.0,0.0,0.847475,0.0,-1.0,-1.0,0.0,-1.152525
BMI1,ENSG00000168283,0.0,0.0,0.0,0.0,0.0,0.8466250000000002,0.0,-1.0,-1.0,0.0,-1.1533749999999998
ISCA1,ENSG00000135070,0.0,0.0,0.0,0.0,0.0,0.8449599999999997,0.0,-1.0,-1.0,0.0,-1.1550400000000003
DYNLRB1,ENSG00000125971,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,-1.0,-1.0,0.0,-1.15625
PRKAR1A,ENSG00000108946,0.0,0.0,0.0,0.0,0.0,0.8425199999999997,0.0,-1.0,-1.0,0.0,-1.1574800000000003
CHMP3,ENSG00000115561,0.0,0.0,0.0,0.0,0.0,0.8423400000000001,0.0,-1.0,-1.0,0.0,-1.15766
ABCG1,ENSG00000160179,0.0,0.0,0.0,0.0,0.0,0.8423400000000001,0.0,-1.0,-1.0,0.0,-1.15766
BNIP3L,ENSG00000104765,0.0,0.0,0.0,0.0,0.0,0.8401800000000001,0.0,-1.0,-1.0,0.0,-1.1598199999999999
CXXC1,ENSG00000154832,0.0,0.0,0.0,0.0,0.0,0.83994,0.0,-1.0,-1.0,0.0,-1.16006
KLHDC2,ENSG00000165516,0.0,0.0,0.0,0.0,0.0,0.8399000000000001,0.0,-1.0,-1.0,0.0,-1.1601
AGFG1,ENSG00000173744,0.0,0.0,0.0,0.0,0.0,0.839855,0.0,-1.0,-1.0,0.0,-1.160145
UBE2F,ENSG00000184182,0.0,0.0,0.0,0.0,0.0,0.8378399999999999,0.0,-1.0,-1.0,0.0,-1.16216
PPIL4,ENSG00000131013,0.0,0.0,0.0,0.0,0.0,0.8374000000000003,0.0,-1.0,-1.0,0.0,-1.1625999999999999
SEC22A,ENSG00000121542,0.0,0.0,0.0,0.0,0.0,0.837135,0.0,-1.0,-1.0,0.0,-1.162865
DCTN4,ENSG00000132912,0.0,0.0,0.0,0.0,0.0,0.8369549999999997,0.0,-1.0,-1.0,0.0,-1.1630450000000003
ATP2C1,ENSG00000017260,0.0,0.0,0.0,0.0,0.0,0.8367800000000003,0.0,-1.0,-1.0,0.0,-1.1632199999999997
ARPC5L,ENSG00000136950,0.0,0.0,0.0,0.0,0.0,0.8366,0.0,-1.0,-1.0,0.0,-1.1634
ATG5,ENSG00000057663,0.0,0.0,0.0,0.0,0.0,0.836365,0.0,-1.0,-1.0,0.0,-1.163635
ACSL4,ENSG00000068366,0.0,0.0,0.0,0.0,0.0,0.8358199999999997,0.0,-1.0,-1.0,0.0,-1.1641800000000004
SH3GLB2,ENSG00000148341,0.0,0.0,0.0,0.0,0.0,0.835445,0.0,-1.0,-1.0,0.0,-1.164555
CRKL,ENSG00000099942,0.0,0.0,0.0,0.0,0.0,0.8349850000000003,0.0,-1.0,-1.0,0.0,-1.1650149999999997
MYL6,ENSG00000092841,0.0,0.0,0.0,0.0,0.0,0.8344349999999998,0.0,-1.0,-1.0,0.0,-1.1655650000000002
SP3,ENSG00000172845,0.0,0.0,0.0,0.0,0.0,0.8335450000000002,0.0,-1.0,-1.0,0.0,-1.1664549999999998
TMEM230,ENSG00000089063,0.0,0.0,0.0,0.0,0.0,0.8333350000000003,0.0,-1.0,-1.0,0.0,-1.1666649999999996
CCT4,ENSG00000115484,0.0,0.0,0.0,0.0,0.0,0.8330249999999999,0.0,-1.0,-1.0,0.0,-1.166975
DNAJC13,ENSG00000138246,0.0,0.0,0.0,0.0,0.0,0.8328150000000001,0.0,-1.0,-1.0,0.0,-1.167185
TIMM23,ENSG00000265354,0.0,0.0,0.0,0.0,0.0,0.832535,0.0,-1.0,-1.0,0.0,-1.167465
BANF1,ENSG00000175334,0.0,0.0,0.0,0.0,0.0,0.8314599999999999,0.0,-1.0,-1.0,0.0,-1.1685400000000001
HNRNPD,ENSG00000138668,0.0,0.0,0.0,0.0,0.0,0.8309849999999998,0.0,-1.0,-1.0,0.0,-1.1690150000000004
TFCP2,ENSG00000135457,0.0,0.0,0.0,0.0,0.0,0.830675,0.0,-1.0,-1.0,0.0,-1.169325
ARHGAP1,ENSG00000175220,0.0,0.0,0.0,0.0,0.0,0.8291550000000001,0.0,-1.0,-1.0,0.0,-1.170845
RING1,ENSG00000204227,0.0,0.0,0.0,0.0,0.0,0.8275849999999998,0.0,-1.0,-1.0,0.0,-1.1724150000000002
USP3,ENSG00000140455,0.0,0.0,0.0,0.0,0.0,0.8269249999999999,0.0,-1.0,-1.0,0.0,-1.173075
CPSF1,ENSG00000071894,0.0,0.0,0.0,0.0,0.0,0.8267499999999999,0.0,-1.0,-1.0,0.0,-1.1732500000000001
MIX23,ENSG00000160124,0.0,0.0,0.0,0.0,0.0,0.82639,0.0,-1.0,-1.0,0.0,-1.17361
PDS5B,ENSG00000083642,0.0,0.0,0.0,0.0,0.0,0.8237749999999998,0.0,-1.0,-1.0,0.0,-1.176225
DENR,ENSG00000139726,0.0,0.0,0.0,0.0,0.0,0.8232300000000002,0.0,-1.0,-1.0,0.0,-1.1767699999999999
SRF,ENSG00000112658,0.0,0.0,0.0,0.0,0.0,0.8228349999999999,0.0,-1.0,-1.0,0.0,-1.177165
RER1,ENSG00000157916,0.0,0.0,0.0,0.0,0.0,0.8214300000000001,0.0,-1.0,-1.0,0.0,-1.17857
LSM4,ENSG00000130520,0.0,0.0,0.0,0.0,0.0,0.8201450000000001,0.0,-1.0,-1.0,0.0,-1.1798549999999999
TCP1,ENSG00000120438,0.0,0.0,0.0,0.0,0.0,0.8201450000000001,0.0,-1.0,-1.0,0.0,-1.1798549999999999
PICK1,ENSG00000100151,0.0,0.0,0.0,0.0,0.0,0.8192749999999996,0.0,-1.0,-1.0,0.0,-1.1807250000000002
CRNKL1,ENSG00000101343,0.0,0.0,0.0,0.0,0.0,0.8180500000000002,0.0,-1.0,-1.0,0.0,-1.1819499999999998
FOXO6,ENSG00000204060,0.0,0.0,0.0,0.0,0.0,0.8170749999999998,0.0,-1.0,-1.0,0.0,-1.1829250000000002
ARID1A,ENSG00000117713,0.0,0.0,0.0,0.0,0.0,0.8161949999999998,0.0,-1.0,-1.0,0.0,-1.1838050000000002
TRIP12,ENSG00000153827,0.0,0.0,0.0,0.0,0.0,0.81616,0.0,-1.0,-1.0,0.0,-1.18384
DCTN6,ENSG00000104671,0.0,0.0,0.0,0.0,0.0,0.8157899999999998,0.0,-1.0,-1.0,0.0,-1.1842100000000002
SLU7,ENSG00000164609,0.0,0.0,0.0,0.0,0.0,0.8122849999999999,0.0,-1.0,-1.0,0.0,-1.187715
SLC12A4,ENSG00000124067,0.0,0.0,0.0,0.0,0.0,0.8110599999999998,0.0,-1.0,-1.0,0.0,-1.18894
RGS2,ENSG00000116741,0.0,0.0,0.0,0.0,0.0,0.8104250000000001,0.0,-1.0,-1.0,0.0,-1.189575
RANBP6,ENSG00000137040,0.0,0.0,0.0,0.0,0.0,0.8099550000000001,0.0,-1.0,-1.0,0.0,-1.190045
IMP3,ENSG00000177971,0.0,0.0,0.0,0.0,0.0,0.8097850000000001,0.0,-1.0,-1.0,0.0,-1.1902149999999998
SLC25A44,ENSG00000160785,0.0,0.0,0.0,0.0,0.0,0.8089149999999996,0.0,-1.0,-1.0,0.0,-1.1910850000000004
SS18,ENSG00000141380,0.0,0.0,0.0,0.0,0.0,0.8086100000000002,0.0,-1.0,-1.0,0.0,-1.1913899999999997
CCT7,ENSG00000135624,0.0,0.0,0.0,0.0,0.0,0.8066299999999998,0.0,-1.0,-1.0,0.0,-1.1933700000000003
FUNDC1,ENSG00000069509,0.0,0.0,0.0,0.0,0.0,0.8064500000000002,0.0,-1.0,-1.0,0.0,-1.1935499999999997
WLS,ENSG00000116729,0.0,0.0,0.0,0.0,0.0,0.8059150000000003,0.0,-1.0,-1.0,0.0,-1.1940849999999998
SCFD1,ENSG00000092108,0.0,0.0,0.0,0.0,0.0,0.8052950000000003,0.0,-1.0,-1.0,0.0,-1.1947049999999997
PFDN2,ENSG00000143256,0.0,0.0,0.0,0.0,0.0,0.8051949999999998,0.0,-1.0,-1.0,0.0,-1.1948050000000001
CLOCK,ENSG00000134852,0.0,0.0,0.0,0.0,0.0,0.8049649999999999,0.0,-1.0,-1.0,0.0,-1.195035
CTNNBL1,ENSG00000132792,0.0,0.0,0.0,0.0,0.0,0.8046199999999999,0.0,-1.0,-1.0,0.0,-1.19538
ZMYM2,ENSG00000121741,0.0,0.0,0.0,0.0,0.0,0.8039200000000001,0.0,-1.0,-1.0,0.0,-1.1960799999999998
DAP,ENSG00000112977,0.0,0.0,0.0,0.0,0.0,0.8039200000000001,0.0,-1.0,-1.0,0.0,-1.1960799999999998
HSPA4,ENSG00000170606,0.0,0.0,0.0,0.0,0.0,0.8035699999999999,0.0,-1.0,-1.0,0.0,-1.19643
TMEM184B,ENSG00000198792,0.0,0.0,0.0,0.0,0.0,0.8034399999999998,0.0,-1.0,-1.0,0.0,-1.1965600000000003
SMG8,ENSG00000167447,0.0,0.0,0.0,0.0,0.0,0.8032299999999999,0.0,-1.0,-1.0,0.0,-1.1967700000000001
DHX16,ENSG00000204560,0.0,0.0,0.0,0.0,0.0,0.8030749999999998,0.0,-1.0,-1.0,0.0,-1.1969250000000002
RBMS1,ENSG00000153250,0.0,0.0,0.0,0.0,0.0,0.8029550000000001,0.0,-1.0,-1.0,0.0,-1.197045
NUP54,ENSG00000138750,0.0,0.0,0.0,0.0,0.0,0.8027599999999999,0.0,-1.0,-1.0,0.0,-1.19724
TCERG1,ENSG00000113649,0.0,0.0,0.0,0.0,0.0,0.8026899999999998,0.0,-1.0,-1.0,0.0,-1.1973100000000003
NCK2,ENSG00000071051,0.0,0.0,0.0,0.0,0.0,0.80263,0.0,-1.0,-1.0,0.0,-1.19737
FIS1,ENSG00000214253,0.0,0.0,0.0,0.0,0.0,0.80263,0.0,-1.0,-1.0,0.0,-1.19737
RCBTB1,ENSG00000136144,0.0,0.0,0.0,0.0,0.0,0.8022599999999998,0.0,-1.0,-1.0,0.0,-1.1977400000000002
FMR1,ENSG00000102081,0.0,0.0,0.0,0.0,0.0,0.8022150000000003,0.0,-1.0,-1.0,0.0,-1.1977849999999997
GABPA,ENSG00000154727,0.0,0.0,0.0,0.0,0.0,0.8017600000000001,0.0,-1.0,-1.0,0.0,-1.1982399999999997
CPEB4,ENSG00000113742,0.0,0.0,0.0,0.0,0.0,0.8010950000000001,0.0,-1.0,-1.0,0.0,-1.1989049999999999
DARS1,ENSG00000115866,0.0,0.0,0.0,0.0,0.0,0.8003999999999998,0.0,-1.0,-1.0,0.0,-1.1996000000000002
TMEM106B,ENSG00000106460,0.0,0.0,0.0,0.0,0.0,0.7992699999999999,0.0,-1.0,-1.0,0.0,-1.20073
PHF10,ENSG00000130024,0.0,0.0,0.0,0.0,0.0,0.7991950000000003,0.0,-1.0,-1.0,0.0,-1.2008049999999997
TMED7,ENSG00000134970,0.0,0.0,0.0,0.0,0.0,0.7991050000000002,0.0,-1.0,-1.0,0.0,-1.2008949999999998
TIMM17B,ENSG00000126768,0.0,0.0,0.0,0.0,0.0,0.7965099999999999,0.0,-1.0,-1.0,0.0,-1.20349
EXOSC1,ENSG00000171311,0.0,0.0,0.0,0.0,0.0,0.7948700000000002,0.0,-1.0,-1.0,0.0,-1.2051299999999998
EXOC4,ENSG00000131558,0.0,0.0,0.0,0.0,0.0,0.7946599999999997,0.0,-1.0,-1.0,0.0,-1.2053400000000003
TBC1D9,ENSG00000109436,0.0,0.0,0.0,0.0,0.0,0.7946300000000001,0.0,-1.0,-1.0,0.0,-1.2053699999999998
SH3GLB1,ENSG00000097033,0.0,0.0,0.0,0.0,0.0,0.79452,0.0,-1.0,-1.0,0.0,-1.20548
UBE3A,ENSG00000114062,0.0,0.0,0.0,0.0,0.0,0.7935800000000001,0.0,-1.0,-1.0,0.0,-1.20642
FOSB,ENSG00000125740,0.0,0.0,0.0,0.0,0.0,0.7929000000000002,0.0,-1.0,-1.0,0.0,-1.2070999999999998
PPP2R5D,ENSG00000112640,0.0,0.0,0.0,0.0,0.0,0.7923600000000001,0.0,-1.0,-1.0,0.0,-1.20764
FAF1,ENSG00000185104,0.0,0.0,0.0,0.0,0.0,0.7923099999999998,0.0,-1.0,-1.0,0.0,-1.2076900000000002
AMBRA1,ENSG00000110497,0.0,0.0,0.0,0.0,0.0,0.7919899999999999,0.0,-1.0,-1.0,0.0,-1.2080100000000003
AP4S1,ENSG00000100478,0.0,0.0,0.0,0.0,0.0,0.7916649999999997,0.0,-1.0,-1.0,0.0,-1.2083350000000004
TMEM170A,ENSG00000166822,0.0,0.0,0.0,0.0,0.0,0.7916649999999997,0.0,-1.0,-1.0,0.0,-1.2083350000000004
TADA1,ENSG00000152382,0.0,0.0,0.0,0.0,0.0,0.7910449999999998,0.0,-1.0,-1.0,0.0,-1.2089550000000002
VPS51,ENSG00000149823,0.0,0.0,0.0,0.0,0.0,0.7890050000000002,0.0,-1.0,-1.0,0.0,-1.2109949999999998
TECR,ENSG00000099797,0.0,0.0,0.0,0.0,0.0,0.7889600000000001,0.0,-1.0,-1.0,0.0,-1.21104
DCTN2,ENSG00000175203,0.0,0.0,0.0,0.0,0.0,0.7880299999999998,0.0,-1.0,-1.0,0.0,-1.2119700000000002
BTBD9,ENSG00000183826,0.0,0.0,0.0,0.0,0.0,0.7875799999999998,0.0,-1.0,-1.0,0.0,-1.2124200000000003
NUDT16L1,ENSG00000168101,0.0,0.0,0.0,0.0,0.0,0.78673,0.0,-1.0,-1.0,0.0,-1.21327
PLRG1,ENSG00000171566,0.0,0.0,0.0,0.0,0.0,0.7859900000000003,0.0,-1.0,-1.0,0.0,-1.2140099999999996
PFN1,ENSG00000108518,0.0,0.0,0.0,0.0,0.0,0.7857149999999997,0.0,-1.0,-1.0,0.0,-1.2142850000000003
TFE3,ENSG00000068323,0.0,0.0,0.0,0.0,0.0,0.7826099999999997,0.0,-1.0,-1.0,0.0,-1.2173900000000004
ATF2,ENSG00000115966,0.0,0.0,0.0,0.0,0.0,0.7821800000000003,0.0,-1.0,-1.0,0.0,-1.2178199999999997
DROSHA,ENSG00000113360,0.0,0.0,0.0,0.0,0.0,0.7816600000000001,0.0,-1.0,-1.0,0.0,-1.21834
FUS,ENSG00000089280,0.0,0.0,0.0,0.0,0.0,0.7813699999999997,0.0,-1.0,-1.0,0.0,-1.2186300000000003
NAB2,ENSG00000166886,0.0,0.0,0.0,0.0,0.0,0.78095,0.0,-1.0,-1.0,0.0,-1.21905
SPAG9,ENSG00000008294,0.0,0.0,0.0,0.0,0.0,0.7804699999999997,0.0,-1.0,-1.0,0.0,-1.2195300000000002
TCF12,ENSG00000140262,0.0,0.0,0.0,0.0,0.0,0.7804549999999999,0.0,-1.0,-1.0,0.0,-1.219545
BIRC6,ENSG00000115760,0.0,0.0,0.0,0.0,0.0,0.7796999999999997,0.0,-1.0,-1.0,0.0,-1.2203000000000004
BICD1,ENSG00000151746,0.0,0.0,0.0,0.0,0.0,0.7794849999999997,0.0,-1.0,-1.0,0.0,-1.2205150000000002
DNAJB1,ENSG00000132002,0.0,0.0,0.0,0.0,0.0,0.77941,0.0,-1.0,-1.0,0.0,-1.22059
WDR24,ENSG00000127580,0.0,0.0,0.0,0.0,0.0,0.7784799999999997,0.0,-1.0,-1.0,0.0,-1.2215200000000004
ZNF146,ENSG00000167635,0.0,0.0,0.0,0.0,0.0,0.777395,0.0,-1.0,-1.0,0.0,-1.2226050000000002
ZC3H15,ENSG00000065548,0.0,0.0,0.0,0.0,0.0,0.7769950000000001,0.0,-1.0,-1.0,0.0,-1.223005
EXOSC7,ENSG00000075914,0.0,0.0,0.0,0.0,0.0,0.7766300000000002,0.0,-1.0,-1.0,0.0,-1.2233699999999998
EIF2S2,ENSG00000125977,0.0,0.0,0.0,0.0,0.0,0.7747750000000003,0.0,-1.0,-1.0,0.0,-1.2252249999999996
RNF103,ENSG00000239305,0.0,0.0,0.0,0.0,0.0,0.7737200000000002,0.0,-1.0,-1.0,0.0,-1.2262799999999998
SSR1,ENSG00000124783,0.0,0.0,0.0,0.0,0.0,0.7727249999999998,0.0,-1.0,-1.0,0.0,-1.2272750000000001
WASL,ENSG00000106299,0.0,0.0,0.0,0.0,0.0,0.7722749999999998,0.0,-1.0,-1.0,0.0,-1.2277250000000002
KHDC4,ENSG00000132680,0.0,0.0,0.0,0.0,0.0,0.7719850000000001,0.0,-1.0,-1.0,0.0,-1.2280149999999999
PAPOLA,ENSG00000090060,0.0,0.0,0.0,0.0,0.0,0.77181,0.0,-1.0,-1.0,0.0,-1.2281900000000001
MIR425,ENSG00000199032,0.0,0.0,0.0,0.0,0.0,0.7701149999999999,0.0,-1.0,-1.0,0.0,-1.2298850000000001
FBXO42,ENSG00000037637,0.0,0.0,0.0,0.0,0.0,0.7698749999999996,0.0,-1.0,-1.0,0.0,-1.2301250000000004
GNL1,ENSG00000204590,0.0,0.0,0.0,0.0,0.0,0.7693600000000004,0.0,-1.0,-1.0,0.0,-1.2306399999999997
INTS7,ENSG00000143493,0.0,0.0,0.0,0.0,0.0,0.7661099999999997,0.0,-1.0,-1.0,0.0,-1.2338900000000002
CERS6,ENSG00000172292,0.0,0.0,0.0,0.0,0.0,0.765625,0.0,-1.0,-1.0,0.0,-1.234375
IRF2BPL,ENSG00000119669,0.0,0.0,0.0,0.0,0.0,0.7613050000000001,0.0,-1.0,-1.0,0.0,-1.2386949999999999
COPS8,ENSG00000198612,0.0,0.0,0.0,0.0,0.0,0.7607649999999999,0.0,-1.0,-1.0,0.0,-1.239235
CHERP,ENSG00000085872,0.0,0.0,0.0,0.0,0.0,0.759825,0.0,-1.0,-1.0,0.0,-1.240175
CITED2,ENSG00000164442,0.0,0.0,0.0,0.0,0.0,0.7592599999999997,0.0,-1.0,-1.0,0.0,-1.2407400000000002
CHORDC1,ENSG00000110172,0.0,0.0,0.0,0.0,0.0,0.7590350000000001,0.0,-1.0,-1.0,0.0,-1.2409649999999999
FIG4,ENSG00000112367,0.0,0.0,0.0,0.0,0.0,0.7574399999999997,0.0,-1.0,-1.0,0.0,-1.2425600000000003
BCKDK,ENSG00000103507,0.0,0.0,0.0,0.0,0.0,0.7572800000000001,0.0,-1.0,-1.0,0.0,-1.2427199999999998
POLDIP2,ENSG00000004142,0.0,0.0,0.0,0.0,0.0,0.755435,0.0,-1.0,-1.0,0.0,-1.2445650000000001
FOSL2,ENSG00000075426,0.0,0.0,0.0,0.0,0.0,0.7545999999999999,0.0,-1.0,-1.0,0.0,-1.2454
RPL22L1,ENSG00000163584,0.0,0.0,0.0,0.0,0.0,0.7540999999999997,0.0,-1.0,-1.0,0.0,-1.2459000000000002
SACM1L,ENSG00000211456,0.0,0.0,0.0,0.0,0.0,0.7529800000000002,0.0,-1.0,-1.0,0.0,-1.2470199999999998
RPN1,ENSG00000163902,0.0,0.0,0.0,0.0,0.0,0.7528849999999998,0.0,-1.0,-1.0,0.0,-1.2471150000000002
SLC25A27,ENSG00000153291,0.0,0.0,0.0,0.0,0.0,0.7523200000000003,0.0,-1.0,-1.0,0.0,-1.2476799999999997
POMP,ENSG00000132963,0.0,0.0,0.0,0.0,0.0,0.751775,0.0,-1.0,-1.0,0.0,-1.2482250000000001
ATF3,ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.7513800000000004,0.0,-1.0,-1.0,0.0,-1.2486199999999996
TNFRSF10B,ENSG00000120889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.75,-1.25
IL13RA1,ENSG00000131724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.75,-1.25
EIF4EBP2,ENSG00000148730,0.0,0.0,0.0,0.0,0.0,0.75,0.0,-1.0,-1.0,0.0,-1.25
LZTR1,ENSG00000099949,0.0,0.0,0.0,0.0,0.0,0.75,0.0,-1.0,-1.0,0.0,-1.25
RAB34,ENSG00000109113,0.0,0.0,0.0,0.0,0.0,0.7490349999999999,0.0,-1.0,-1.0,0.0,-1.250965
RMC1,ENSG00000141452,0.0,0.0,0.0,0.0,0.0,0.7488599999999999,0.0,-1.0,-1.0,0.0,-1.2511400000000001
AHSA1,ENSG00000100591,0.0,0.0,0.0,0.0,0.0,0.7485199999999999,0.0,-1.0,-1.0,0.0,-1.2514800000000001
TMEM164,ENSG00000157600,0.0,0.0,0.0,0.0,0.0,0.747475,0.0,-1.0,-1.0,0.0,-1.2525249999999999
ATP13A1,ENSG00000105726,0.0,0.0,0.0,0.0,0.0,0.7466799999999999,0.0,-1.0,-1.0,0.0,-1.25332
ATP6V1G1,ENSG00000136888,0.0,0.0,0.0,0.0,0.0,0.7457650000000001,0.0,-1.0,-1.0,0.0,-1.254235
RBM3,ENSG00000102317,0.0,0.0,0.0,0.0,0.0,0.7452249999999999,0.0,-1.0,-1.0,0.0,-1.254775
TOM1L2,ENSG00000175662,0.0,0.0,0.0,0.0,0.0,0.7435899999999996,0.0,-1.0,-1.0,0.0,-1.2564100000000002
TWF1,ENSG00000151239,0.0,0.0,0.0,0.0,0.0,0.7428550000000002,0.0,-1.0,-1.0,0.0,-1.257145
CASD1,ENSG00000127995,0.0,0.0,0.0,0.0,0.0,0.7427849999999999,0.0,-1.0,-1.0,0.0,-1.257215
SRSF11,ENSG00000116754,0.0,0.0,0.0,0.0,0.0,0.7417349999999999,0.0,-1.0,-1.0,0.0,-1.2582650000000002
NMD3,ENSG00000169251,0.0,0.0,0.0,0.0,0.0,0.7415500000000002,0.0,-1.0,-1.0,0.0,-1.2584499999999998
MTA1,ENSG00000182979,0.0,0.0,0.0,0.0,0.0,0.7412599999999998,0.0,-1.0,-1.0,0.0,-1.2587400000000002
SEC14L1,ENSG00000129657,0.0,0.0,0.0,0.0,0.0,0.7412599999999998,0.0,-1.0,-1.0,0.0,-1.2587400000000002
NKRF,ENSG00000186416,0.0,0.0,0.0,0.0,0.0,0.7391300000000001,0.0,-1.0,-1.0,0.0,-1.26087
SBF1,ENSG00000100241,0.0,0.0,0.0,0.0,0.0,0.7385100000000001,0.0,-1.0,-1.0,0.0,-1.2614899999999998
CLPTM1,ENSG00000104853,0.0,0.0,0.0,0.0,0.0,0.7384149999999998,0.0,-1.0,-1.0,0.0,-1.2615850000000002
SH3BGRL,ENSG00000131171,0.0,0.0,0.0,0.0,0.0,0.7368400000000002,0.0,-1.0,-1.0,0.0,-1.2631599999999998
PGPEP1,ENSG00000130517,0.0,0.0,0.0,0.0,0.0,0.7368400000000002,0.0,-1.0,-1.0,0.0,-1.2631599999999998
TMED4,ENSG00000158604,0.0,0.0,0.0,0.0,0.0,0.7356850000000001,0.0,-1.0,-1.0,0.0,-1.2643149999999999
USP48,ENSG00000090686,0.0,0.0,0.0,0.0,0.0,0.7343000000000004,0.0,-1.0,-1.0,0.0,-1.2656999999999996
LEPROT,ENSG00000213625,0.0,0.0,0.0,0.0,0.0,0.7328249999999997,0.0,-1.0,-1.0,0.0,-1.2671750000000004
FOXO3,ENSG00000118689,0.0,0.0,0.0,0.0,0.0,0.7325400000000002,0.0,-1.0,-1.0,0.0,-1.2674599999999998
SNX1,ENSG00000028528,0.0,0.0,0.0,0.0,0.0,0.7317999999999998,0.0,-1.0,-1.0,0.0,-1.2682000000000002
KRIT1,ENSG00000001631,0.0,0.0,0.0,0.0,0.0,0.7282600000000002,0.0,-1.0,-1.0,0.0,-1.2717399999999999
